id,text,label
14,第 4 條,
15,勞資會議之資方代表，由事業單位於資方代表任期屆滿前三十日就熟悉業務、勞工情形之人指派,
16,之。,
17,第 5 條,
18,1   勞資會議之勞方代表，事業單位有結合同一事業單位勞工組織之企業工會者，於該工會會員或會,
19,員代表大會選舉之；事業場所有結合同一廠場勞工組織之企業工會者，由該工會會員或會員代表,
20,大會選舉之。,
21,2   事業單位無前項工會者，得依下列方式之一辦理勞方代表選舉：,
22,一、事業單位自行辦理者，由全體勞工直接選舉之。,
23,二、事業單位自行辦理，其事業場所有勞資會議者，由事業場所勞工依分配名額就其勞方代表選,
24,舉之；其事業場所無勞資會議者，由該事業場所全體勞工依分配名額分別選舉之。,
25,三、勞工有組織、加入事業單位或事業場所範圍外之企業工會者，由該企業工會辦理，並由全體,
26,勞工直接選舉之。,
27,3   第一項勞方代表選舉，事業單位或其事業場所應於勞方代表任期屆滿前九十日通知工會辦理選,
28,舉，工會受其通知辦理選舉之日起逾三十日內未完成選舉者，事業單位應自行辦理及完成勞方代,
29,表之選舉。,
30,4   依前二項規定，由事業單位辦理勞工代表選舉者，應於勞方代表任期屆滿前三十日完成新任代表,
31,之選舉。,
32,第 6 條,
33,1   事業單位單一性別勞工人數逾勞工人數二分之一者，其當選勞方代表名額不得少於勞方應選出代,
34,表總額三分之一。,
35,2   勞資會議勞方代表之候補代表名額不得超過應選出代表總額。,
36,3   勞資會議勞方代表出缺時，由候補代表遞補之；其遞補順序不受第一項規定之限制。,
37,第 7 條,
38,勞工年滿十五歲，有選舉及被選舉為勞資會議勞方代表之權。,
39,第 8 條,
40,代表雇主行使管理權之一級業務行政主管人員，不得為勞方代表。,
41,第 9 條,
42,依第五條辦理選舉者，應於選舉前十日公告投票日期、時間、地點及方式等選舉相關事項。,
43,第 10 條,
44,1   勞資會議代表之任期為四年，勞方代表連選得連任，資方代表連派得連任。,
45,2   勞資會議代表之任期，自上屆代表任期屆滿之翌日起算。但首屆代表或未於上屆代表任期屆滿前,
46,選出之次屆代表，自選出之翌日起算。,
47,3   資方代表得因職務變動或出缺隨時改派之。勞方代表出缺或因故無法行使職權時，由勞方候補代,
48,表依序遞補之。,
49,4   前項勞方候補代表不足遞補時，應補選之。但資方代表人數調減至與勞方代表人數同額者，不在,其他
50,此限。,
51,5   勞方候補代表之遞補順序，應依下列規定辦理：,
52,一、事業單位依第三條第二項辦理勞資會議勞方代表分別選舉者，以該分別選舉所產生遞補名單,
53,之遞補代表遞補之。,
54,二、未辦理分別選舉者，遞補名單應依選舉所得票數排定之遞補順序遞補之。,
55,第 11 條,
56,勞資會議代表選派完成後，事業單位應將勞資會議代表及勞方代表候補名單於十五日內報請當地,
57,主管機關備查；遞補、補選、改派或調減時，亦同。,
58,第 12 條,
59,1   勞資會議代表在會議中應克盡協調合作之精神，以加強勞雇關係，並保障勞工權益。,
60,2   勞資會議代表應本誠實信用原則，共同促進勞資會議之順利進行，對於會議所必要之資料，應予,
61,提供。,
62,3   勞資會議代表依本辦法出席勞資會議，雇主應給予公假。,
63,4   雇主或代表雇主行使管理權之人，不得對於勞資會議代表因行使職權而有解僱、調職、減薪或其,
64,他不利之待遇。,
65,第 13 條,
66,1   勞資會議之議事範圍如下：,
67,一、報告事項,
68,（一）關於上次會議決議事項辦理情形。,
69,（二）關於勞工人數、勞工異動情形、離職率等勞工動態。,
70,（三）關於事業之生產計畫、業務概況及市場狀況等生產資訊。,
71,（四）關於勞工活動、福利項目及工作環境改善等事項。,
72,（五）其他報告事項。,
73,二、討論事項,
74,（一）關於協調勞資關係、促進勞資合作事項。,
75,（二）關於勞動條件事項。,
76,（三）關於勞工福利籌劃事項。,
77,（四）關於提高工作效率事項。,
78,（五）勞資會議代表選派及解任方式等相關事項。,
79,（六）勞資會議運作事項。,
80,（七）其他討論事項。,
81,三、建議事項,
82,2   工作規則之訂定及修正等事項，得列為前項議事範圍。,
83,第 14 條,
84,勞資會議得議決邀請與議案有關人員列席說明或解答有關問題。,
85,第 15 條,
86,勞資會議得設專案小組處理有關議案、重要問題及辦理選舉工作。,
87,第 16 條,
88,勞資會議之主席，由勞資雙方代表各推派一人輪流擔任之。但必要時，得共同擔任之。,
89,第 17 條,
90,勞資會議議事事務，由事業單位指定人員辦理之。,
91,第 18 條,
92,勞資會議至少每三個月舉辦一次，必要時得召開臨時會議。,
93,第 19 條,
94,1   勞資會議應有勞資雙方代表各過半數之出席，協商達成共識後應做成決議；無法達成共識者，其,
95,決議應有出席代表四分之三以上之同意。,
96,2   勞資會議代表因故無法出席時，得提出書面意見。,
97,3   前項勞資會議未出席代表，不列入第一項出席及決議代表人數之計算。,其他
98,第 20 條,
99,勞資會議開會通知，事業單位應於會議七日前發出，會議之提案應於會議三日前分送各代表。,
100,第 21 條,
101,1   勞資會議紀錄應記載下列事項，並由主席及記錄人員分別簽署：,
102,一、會議屆、次數。,
103,二、會議時間。,
104,三、會議地點。,
105,四、出席、列席人員姓名。,
106,五、報告事項。,
107,六、討論事項及決議。,
108,七、臨時動議及決議。,
109,2   前項會議紀錄，應發給出席及列席人員。,
110,第 22 條,
111,1   勞資會議之決議，應由事業單位分送工會及有關部門辦理。,
112,2   勞資雙方應本於誠實信用原則履行前項決議，有情事變更或窒礙難行時，得提交下次會議復議。,
113,第 23 條,
114,勞資會議之運作及代表選舉費用，應由事業單位負擔。,
115,第 24 條,
116,本辦法未規定者，依會議規範之規定。,
117,第 25 條,
118,本辦法自發布日施行。,
1,法規名稱：勞工教育實施辦法,其他
2,修正日期：民國 105 年 04 月 18 日,
3,第 1 條,
4,為實施勞工教育，倡導勞工終身學習，以增進勞工生活知能，發揮敬業精神，提高工作效能，特,
5,訂定本辦法。,
6,第 2 條,
7,事業單位及工會舉辦勞工教育，依本辦法辦理。,
8,第 3 條,
9,本辦法所稱主管機關：在中央為勞動部；在直轄市為直轄市政府；在縣（市）為縣（市）政府。,
10,第 4 條,
11,1   中央主管機關得設勞工教育委員會，聘請有關機關代表、全國性勞工團體、工業團體、商業團,
12,體、文化教育團體代表及專家學者九人至十七人組成，以中央主管機關首長或其指定人員為主任,
13,委員。,
14,2   地方主管機關得設勞工教育推行委員會，聘請有關機關代表、直轄市或縣（市）級勞工團體、工,
15,業團體、商業團體、文化教育團體代表及專家學者七人至十五人組成，由地方主管機關首長或其,
16,指定之人員為主任委員。,
17,3   主管機關未設勞工教育機構者，其有關業務由各該主管機關兼辦之。,
18,4   勞工教育機構得設秘書或幹事一人至三人，由所屬機關職員兼任之。,
19,第 5 條,
20,1   勞工教育委員會任務如下：,
21,一、關於勞工教育政策之建議、諮詢事項。,
22,二、關於全國勞工教育規劃、宣導之研議事項。,
23,三、關於全國勞工教育教材之研審事項。,
24,四、其他有關中央主管機關交議事項。,
25,2   勞工教育推行委員會任務如下：,
26,一、關於地方勞工教育規劃研議事項。,
27,二、關於地方勞工教育推展之審議事項。,
28,三、關於地方勞工教育教材之研審事項。,
29,四、其他有關地方主管機關交議事項。,
30,第 6 條,
31,事業單位或工會得指定人員辦理勞工教育，其任務如下：,
32,一、關於勞工教育計畫之擬訂、實施及陳報事項。,
33,二、關於勞工教育教材之編纂事項。,
34,三、其他有關辦理勞工教育事項。,
35,第 7 條,
36,勞工教育應以勞動事務、知能及生活等教育為範圍。,
37,第 8 條,
38,勞工教育之實施，得單獨、聯合舉辦、委託工會、學校或相關機關團體辦理。,
39,第 9 條,
40,勞工教育之推展，以多元、彈性及開放為原則。依其實際需要，得採演講、座談、遠距教學方式,
41,或配合各項訓練、研習、觀摩或會員（代表）大會等活動實施。,
42,第 10 條,
43,勞工教育實施之時數，產業工人每人每年應在八小時以上，職業工人每人每年應在四小時以上。,
44,第 11 條,
45,勞工參加各項勞工教育，依相關規定所核發之成績考核、結業證明、學分證書或其他證明文件,
46,等，服務單位得列入考核、升遷之依據。,
47,第 12 條,
48,主管機關應儲備勞工教育師資並建立名冊，提供各舉辦勞工教育單位遴聘。,
49,第 13 條,
50,主管機關應編纂與勞動事務相關之教育教材。各舉辦單位得依實際需要另行編纂或選用相關勞工,
51,教育教材。,
52,第 14 條,
53,1   勞工教育經費之來源如下：,
54,一、事業單位從業勞工之教育經費，由事業單位負擔。,
55,二、職業工會會員之教育經費，由當地主管機關編列預算予以補助。但職業工會得視其財務狀況,
56,提撥經費加強辦理勞工教育。,
57,三、縣市總工會（聯合會）以上各級工會會員勞工之教育經費，由該工會負擔，如有不足，各主,
58,管機關得視財政狀況編列預算酌予補助，其補助原則由該主管機關訂定之。,
59,2   勞工每人每年所需經費額度由中央主管機關定之；事業單位依規定辦理之勞工教育經費得納入當,
60,年度費用列支，其所得稅徵免依稅法相關規定辦理。,
61,3   已提撥職工福利金之事業單位，如勞工教育配合職工福利辦理者，其經費得另自職工福利金項下,
62,核支，並依其動支比率辦理。,
63,第 15 條,
64,事業單位、工會應將當年度勞工教育實施計畫與執行情形，分別於年度開始前及終了時，報請主,
65,管機關備查。,
66,第 16 條,
67,各級主管機關對勞工教育推行單位應予輔導並辦理評鑑，成績優良者，由主管機關獎勵之。,
68,第 17 條,
69,本辦法自發布日施行。,
1,法規名稱：性別平等工作法,職場安全與性別平等
2,修正日期：民國 112 年 08 月 16 日,
3,第 一 章 總則,
4,第 1 條,
5,1   為保障工作權之性別平等，貫徹憲法消除性別歧視、促進性別地位實質平等之精神，爰制定本,
6,法。,
7,2   工作場所性騷擾事件，除校園性騷擾事件依性別平等教育法規定處理外，依本法規定處理。,
8,第 2 條,
9,1   雇主與受僱者之約定優於本法者，從其約定。,
10,2   本法於公務人員、教育人員及軍職人員，亦適用之。但第三十二條之一、第三十二條之二、第三,
11,十三條、第三十四條、第三十八條及第三十八條之一之規定，不適用之。,
12,3   公務人員、教育人員及軍職人員之申訴、救濟及處理程序，依各該人事法令之規定。,
13,4   本法於雇主依勞動基準法規定招收之技術生及準用技術生規定者，除適用高級中等學校建教合作,
14,實施及建教生權益保障法規定之建教生外，亦適用之。但第十六條及第十七條之規定，不在此,
15,限。,
16,5   實習生於實習期間遭受性騷擾時，適用本法之規定。,
17,第 3 條,
18,本法用詞，定義如下：,
19,一、受僱者：指受雇主僱用從事工作獲致薪資者。,
20,二、求職者：指向雇主應徵工作之人。,
21,三、雇主：指僱用受僱者之人、公私立機構或機關。代表雇主行使管理權之人或代表雇主處理有,
22,關受僱者事務之人，視同雇主。要派單位使用派遣勞工時，視為第八條、第九條、第十二,
23,條、第十三條、第十八條、第十九條及第三十六條規定之雇主。,
24,四、實習生：指公立或經立案之私立高級中等以上學校修習校外實習課程之學生。,
25,五、要派單位：指依據要派契約，實際指揮監督管理派遣勞工從事工作者。,
26,六、派遣勞工：指受派遣事業單位僱用，並向要派單位提供勞務者。,
27,七、派遣事業單位：指從事勞動派遣業務之事業單位。,
28,八、薪資：指受僱者因工作而獲得之報酬；包括薪資、薪金及按計時、計日、計月、計件以現金,
29,或實物等方式給付之獎金、津貼及其他任何名義之經常性給與。,
30,九、復職：指回復受僱者申請育嬰留職停薪時之原有工作。,
31,第 4 條,
32,1   本法所稱主管機關：在中央為勞動部；在直轄市為直轄市政府；在縣（市）為縣（市）政府。,
33,2   本法所定事項，涉及各目的事業主管機關職掌者，由各該目的事業主管機關辦理。,
34,第 5 條,
35,1   各級主管機關應設性別平等工作會，處理審議、諮詢及促進性別平等工作事項。,
36,2   前項性別平等工作會應置委員五人至十一人，任期二年，由具備勞工事務、性別問題之相關學識,
37,經驗或法律專業人士擔任之；其中經勞工團體、性別團體推薦之委員各二人；女性委員人數應占,
38,全體委員人數二分之一以上；政府機關代表不得逾全體委員人數三分之一。,
39,3   前二項性別平等工作會組織、會議及其他相關事項，由各級主管機關另定之。,
40,4   地方主管機關設有就業歧視評議委員會者，第一項性別平等工作會得與該委員會合併設置，其組,
41,成仍應符合第二項規定。,
42,第 6 條,
43,1   直轄市及縣（市）主管機關為婦女就業之需要應編列經費，辦理各類職業訓練、就業服務及再就,
44,業訓練，並於該期間提供或設置托兒、托老及相關福利設施，以促進性別工作平等。,
45,2   中央主管機關對直轄市及縣（市）主管機關辦理前項職業訓練、就業服務及再就業訓練，並於該,
46,期間提供或設置托兒、托老及相關福利措施，得給予經費補助。,
47,第 6-1 條,
48,主管機關應就本法所訂之性別、性傾向歧視之禁止、性騷擾之防治及促進工作平等措施納入勞動,
49,檢查項目。,
50,第 二 章 性別歧視之禁止,
51,第 7 條,
52,雇主對求職者或受僱者之招募、甄試、進用、分發、配置、考績或陞遷等，不得因性別或性傾向,
53,而有差別待遇。但工作性質僅適合特定性別者，不在此限。,
54,第 8 條,
55,雇主為受僱者舉辦或提供教育、訓練或其他類似活動，不得因性別或性傾向而有差別待遇。,
56,第 9 條,
57,雇主為受僱者舉辦或提供各項福利措施，不得因性別或性傾向而有差別待遇。,
58,第 10 條,
59,1   雇主對受僱者薪資之給付，不得因性別或性傾向而有差別待遇；其工作或價值相同者，應給付同,
60,等薪資。但基於年資、獎懲、績效或其他非因性別或性傾向因素之正當理由者，不在此限。,
61,2   雇主不得以降低其他受僱者薪資之方式，規避前項之規定。,
62,第 11 條,
63,1   雇主對受僱者之退休、資遣、離職及解僱，不得因性別或性傾向而有差別待遇。,
64,2   工作規則、勞動契約或團體協約，不得規定或事先約定受僱者有結婚、懷孕、分娩或育兒之情事,
65,時，應行離職或留職停薪；亦不得以其為解僱之理由。,
66,3   違反前二項規定者，其規定或約定無效；勞動契約之終止不生效力。,
67,第 三 章 性騷擾之防治,
68,第 12 條,
69,1   本法所稱性騷擾，指下列情形之一：,
70,一、受僱者於執行職務時，任何人以性要求、具有性意味或性別歧視之言詞或行為，對其造成敵,
71,意性、脅迫性或冒犯性之工作環境，致侵犯或干擾其人格尊嚴、人身自由或影響其工作表,
72,現。,
73,二、雇主對受僱者或求職者為明示或暗示之性要求、具有性意味或性別歧視之言詞或行為，作為,
74,勞務契約成立、存續、變更或分發、配置、報酬、考績、陞遷、降調、獎懲等之交換條件。,
75,2   本法所稱權勢性騷擾，指對於因僱用、求職或執行職務關係受自己指揮、監督之人，利用權勢或,
76,機會為性騷擾。,
77,3   有下列情形之一者，適用本法之規定：,
78,一、受僱者於非工作時間，遭受所屬事業單位之同一人，為持續性性騷擾。,
79,二、受僱者於非工作時間，遭受不同事業單位，具共同作業或業務往來關係之同一人，為持續性,
80,性騷擾。,
81,三、受僱者於非工作時間，遭受最高負責人或僱用人為性騷擾。,
82,4   前三項性騷擾之認定，應就個案審酌事件發生之背景、工作環境、當事人之關係、行為人之言,
83,詞、行為及相對人之認知等具體事實為之。,
84,5   中央主管機關應建立性別平等人才資料庫、彙整性騷擾防治事件各項資料，並作統計及管理。,
85,6   第十三條、第十三條之一、第二十七條至第三十條及第三十六條至第三十八條之一之規定，於性,
86,侵害犯罪，亦適用之。,
87,7   第一項第一款所定情形，係由不特定人於公共場所或公眾得出入場所為之者，就性騷擾事件之調,
88,查、調解及處罰等事項，適用性騷擾防治法之規定。,
89,8   本法所稱最高負責人，指下列之人：,
90,一、機關（構）首長、學校校長、各級軍事機關（構）及部隊上校編階以上之主官、行政法人董,
91,（理）事長、公營事業機構董事長、理事主席或與該等職務相當之人。,
92,二、法人、合夥、設有代表人或管理人之非法人團體及其他組織之對外代表人或與該等職務相當,其他
93,之人。,
94,第 13 條,
95,1   雇主應採取適當之措施，防治性騷擾之發生，並依下列規定辦理：,
96,一、僱用受僱者十人以上未達三十人者，應訂定申訴管道，並在工作場所公開揭示。,
97,二、僱用受僱者三十人以上者，應訂定性騷擾防治措施、申訴及懲戒規範，並在工作場所公開揭,
98,示。,
99,2   雇主於知悉性騷擾之情形時，應採取下列立即有效之糾正及補救措施；被害人及行為人分屬不同,
100,事業單位，且具共同作業或業務往來關係者，該行為人之雇主，亦同：,
101,一、雇主因接獲被害人申訴而知悉性騷擾之情形時：,
102,（一）採行避免申訴人受性騷擾情形再度發生之措施。,
103,（二）對申訴人提供或轉介諮詢、醫療或心理諮商、社會福利資源及其他必要之服務。,
104,（三）對性騷擾事件進行調查。,
105,（四）對行為人為適當之懲戒或處理。,
106,二、雇主非因前款情形而知悉性騷擾事件時：,
107,（一）就相關事實進行必要之釐清。,
108,（二）依被害人意願，協助其提起申訴。,
109,（三）適度調整工作內容或工作場所。,
110,（四）依被害人意願，提供或轉介諮詢、醫療或心理諮商處理、社會福利資源及其他必要之服,
111,務。,
112,3   雇主對於性騷擾事件之查證，應秉持客觀、公正、專業原則，並給予當事人充分陳述意見及答辯,
113,機會，有詢問當事人之必要時，應避免重複詢問；其內部依規定應設有申訴處理單位者，其人員,
114,應有具備性別意識之專業人士。,
115,4   雇主接獲被害人申訴時，應通知地方主管機關；經調查認定屬性騷擾之案件，並應將處理結果通,
116,知地方主管機關。,
117,5   地方主管機關應規劃整合相關資源，提供或轉介被害人運用，並協助雇主辦理第二項各款之措,
118,施；中央主管機關得視地方主管機關實際財務狀況，予以補助。,
119,6   雇主依第一項所為之防治措施，其內容應包括性騷擾樣態、防治原則、教育訓練、申訴管道、申,
120,訴調查程序、應設申訴處理單位之基準與其組成、懲戒處理及其他相關措施；其準則，由中央主,
121,管機關定之。,
122,第 13-1 條,
123,1   性騷擾被申訴人具權勢地位，且情節重大，於進行調查期間有先行停止或調整職務之必要時，雇,
124,主得暫時停止或調整被申訴人之職務；經調查未認定為性騷擾者，停止職務期間之薪資，應予補,
125,發。,
126,2   申訴案件經雇主或地方主管機關調查後，認定為性騷擾，且情節重大者，雇主得於知悉該調查結,
127,果之日起三十日內，不經預告終止勞動契約。,
128,第 四 章 促進工作平等措施,
129,第 14 條,
130,1   女性受僱者因生理日致工作有困難者，每月得請生理假一日，全年請假日數未逾三日，不併入病,假別
131,假計算，其餘日數併入病假計算。,
132,2   前項併入及不併入病假之生理假薪資，減半發給。,假別
133,第 15 條,
134,1   雇主於女性受僱者分娩前後，應使其停止工作，給予產假八星期；妊娠三個月以上流產者，應使,
135,其停止工作，給予產假四星期；妊娠二個月以上未滿三個月流產者，應使其停止工作，給予產假,
136,一星期；妊娠未滿二個月流產者，應使其停止工作，給予產假五日。,
137,2   產假期間薪資之計算，依相關法令之規定。,
138,3   受僱者經醫師診斷需安胎休養者，其治療、照護或休養期間之請假及薪資計算，依相關法令之規,
139,定。,
140,4   受僱者妊娠期間，雇主應給予產檢假七日。,
141,5   受僱者陪伴其配偶妊娠產檢或其配偶分娩時，雇主應給予陪產檢及陪產假七日。,
142,6   產檢假、陪產檢及陪產假期間，薪資照給。,
143,7   雇主依前項規定給付產檢假、陪產檢及陪產假薪資後，就其中各逾五日之部分得向中央主管機關,
144,申請補助。但依其他法令規定，應給予產檢假、陪產檢及陪產假各逾五日且薪資照給者，不適用,
145,之。,
146,8   前項補助業務，由中央主管機關委任勞動部勞工保險局辦理之。,
147,第 16 條,
148,1   受僱者任職滿六個月後，於每一子女滿三歲前，得申請育嬰留職停薪，期間至該子女滿三歲止，,
149,但不得逾二年。同時撫育子女二人以上者，其育嬰留職停薪期間應合併計算，最長以最幼子女受,
150,撫育二年為限。,
151,2   受僱者於育嬰留職停薪期間，得繼續參加原有之社會保險，原由雇主負擔之保險費，免予繳納；,
152,原由受僱者負擔之保險費，得遞延三年繳納。,
153,3   依家事事件法、兒童及少年福利與權益保障法相關規定與收養兒童先行共同生活之受僱者，其共,
154,同生活期間得依第一項規定申請育嬰留職停薪。,
155,4   育嬰留職停薪津貼之發放，另以法律定之。,
156,5   育嬰留職停薪實施辦法，由中央主管機關定之。,
157,第 17 條,
158,1   前條受僱者於育嬰留職停薪期滿後，申請復職時，除有下列情形之一，並經主管機關同意者外，,
159,雇主不得拒絕：,
160,一、歇業、虧損或業務緊縮者。,
161,二、雇主依法變更組織、解散或轉讓者。,
162,三、不可抗力暫停工作在一個月以上者。,
163,四、業務性質變更，有減少受僱者之必要，又無適當工作可供安置者。,
164,2   雇主因前項各款原因未能使受僱者復職時，應於三十日前通知之，並應依法定標準發給資遣費或,
165,退休金。,
166,第 18 條,
167,1   子女未滿二歲須受僱者親自哺（集）乳者，除規定之休息時間外，雇主應每日另給哺（集）乳時,
168,間六十分鐘。,
169,2   受僱者於每日正常工作時間以外之延長工作時間達一小時以上者，雇主應給予哺（集）乳時間三,
170,十分鐘。,
171,3   前二項哺（集）乳時間，視為工作時間。,
172,第 19 條,
173,1   受僱於僱用三十人以上雇主之受僱者，為撫育未滿三歲子女，得向雇主請求為下列二款事項之,
174,一：,
175,一、每天減少工作時間一小時；減少之工作時間，不得請求報酬。,
176,二、調整工作時間。,
177,2   受僱於僱用未滿三十人雇主之受僱者，經與雇主協商，雙方合意後，得依前項規定辦理。,
178,第 20 條,
179,1   受僱者於其家庭成員預防接種、發生嚴重之疾病或其他重大事故須親自照顧時，得請家庭照顧,
180,假；其請假日數併入事假計算，全年以七日為限。,
181,2   家庭照顧假薪資之計算，依各該事假規定辦理。,
182,第 21 條,
183,1   受僱者依前七條之規定為請求時，雇主不得拒絕。,
184,2   受僱者為前項之請求時，雇主不得視為缺勤而影響其全勤獎金、考績或為其他不利之處分。,
185,第 22 條,
186,（刪除）,
187,第 23 條,
188,1   僱用受僱者一百人以上之雇主，應提供下列設施、措施：,
189,一、哺（集）乳室。,
190,二、托兒設施或適當之托兒措施。,
191,2   主管機關對於雇主設置哺（集）乳室、托兒設施或提供托兒措施，應給予經費補助。,
192,3   有關哺（集）乳室、托兒設施、措施之設置標準及經費補助辦法，由中央主管機關會商有關機關,
193,定之。,
194,第 24 條,
195,主管機關為協助因結婚、懷孕、分娩、育兒或照顧家庭而離職之受僱者獲得再就業之機會，應採,
196,取就業服務、職業訓練及其他必要之措施。,
197,第 25 條,
198,雇主僱用因結婚、懷孕、分娩、育兒或照顧家庭而離職之受僱者成效卓著者，主管機關得給予適,
199,當之獎勵。,
200,第 五 章 救濟及申訴程序,
201,第 26 條,
202,受僱者或求職者因第七條至第十一條或第二十一條之情事，受有損害者，雇主應負賠償責任。,
203,第 27 條,
204,1   受僱者或求職者因遭受性騷擾，受有財產或非財產上損害者，由雇主及行為人連帶負損害賠償責,
205,任。但雇主證明其已遵行本法所定之各種防治性騷擾之規定，且對該事情之發生已盡力防止仍不,
206,免發生者，雇主不負損害賠償責任。,
207,2   如被害人依前項但書之規定不能受損害賠償時，法院因其聲請，得斟酌雇主與被害人之經濟狀,
208,況，令雇主為全部或一部之損害賠償。,
209,3   雇主賠償損害時，對於性騷擾行為人，有求償權。,
210,4   被害人因遭受性騷擾致生法律訴訟，於受司法機關通知到庭期間，雇主應給予公假。,
211,5   行為人因權勢性騷擾，應依第一項規定負損害賠償責任者，法院得因被害人之請求，依侵害情,
212,節，酌定損害額一倍至三倍之懲罰性賠償金。,
213,6   前項行為人為最高負責人或僱用人，被害人得請求損害額三倍至五倍之懲罰性賠償金。,
214,第 28 條,
215,受僱者或求職者因雇主違反第十三條第二項之義務，受有損害者，雇主應負賠償責任。,
216,第 29 條,
217,前三條情形，受僱者或求職者雖非財產上之損害，亦得請求賠償相當之金額。其名譽被侵害者，,
218,並得請求回復名譽之適當處分。,
219,第 30 條,
220,第二十六條至第二十八條之損害賠償請求權，自請求權人知有損害及賠償義務人時起，二年間不,
221,行使而消滅。自有性騷擾行為或違反各該規定之行為時起，逾十年者，亦同。,
222,第 31 條,
223,受僱者或求職者於釋明差別待遇之事實後，雇主應就差別待遇之非性別、性傾向因素，或該受僱,
224,者或求職者所從事工作之特定性別因素，負舉證責任。,
225,第 32 條,
226,雇主為處理受僱者之申訴，得建立申訴制度協調處理。,
227,第 32-1 條,
228,1   受僱者或求職者遭受性騷擾，應向雇主提起申訴。但有下列情形之一者，得逕向地方主管機關提,
229,起申訴：,
230,一、被申訴人屬最高負責人或僱用人。,
231,二、雇主未處理或不服被申訴人之雇主所為調查或懲戒結果。,
232,2   受僱者或求職者依前項但書規定，向地方主管機關提起申訴之期限，應依下列規定辦理：,
233,一、被申訴人非具權勢地位：自知悉性騷擾時起，逾二年提起者，不予受理；自該行為終了時,
234,起，逾五年者，亦同。,
235,二、被申訴人具權勢地位：自知悉性騷擾時起，逾三年提起者，不予受理；自該行為終了時起，,
236,逾七年者，亦同。,
237,3   有下列情形之一者，依各款規定辦理，不受前項規定之限制。但依前項規定有較長申訴期限者，,
238,從其規定：,
239,一、性騷擾發生時，申訴人為未成年，得於成年之日起三年內申訴。,
240,二、被申訴人為最高負責人或僱用人，申訴人得於離職之日起一年內申訴。但自該行為終了時,
241,起，逾十年者，不予受理。,
242,4   申訴人依第一項但書規定向地方主管機關提起申訴後，得於處分作成前，撤回申訴。撤回申訴,
243,後，不得就同一案件再提起申訴。,
244,第 32-2 條,
245,1   地方主管機關為調查前條第一項但書之性騷擾申訴案件，得請專業人士或團體協助；必要時，得,
246,請求警察機關協助。,
247,2   地方主管機關依本法規定進行調查時，被申訴人、申訴人及受邀協助調查之個人或單位應配合調,
248,查，並提供相關資料，不得規避、妨礙或拒絕。,
249,3   地方主管機關依前條第一項第二款受理之申訴，經認定性騷擾行為成立或原懲戒結果不當者，得,
250,令行為人之雇主於一定期限內採取必要之處置。,
251,4   前條及前三項有關地方主管機關受理工作場所性騷擾申訴之範圍、處理程序、調查方式、必要處,
252,置及其他相關事項之辦法，由中央主管機關定之。,
253,5   性騷擾之被申訴人為最高負責人或僱用人時，於地方主管機關調查期間，申訴人得向雇主申請調,
254,整職務或工作型態至調查結果送達雇主之日起三十日內，雇主不得拒絕。,
255,第 32-3 條,
256,1   公務人員、教育人員或軍職人員遭受性騷擾，且行為人為第十二條第八項第一款所定最高負責人,
257,者，應向上級機關（構）、所屬主管機關或監督機關申訴。,
258,2   第十二條第八項第一款所定最高負責人或機關（構）、公立學校、各級軍事機關（構）、部隊、行,
259,政法人及公營事業機構各級主管涉及性騷擾行為，且情節重大，於進行調查期間有先行停止或調,
260,整職務之必要時，得由其上級機關（構）、所屬主管機關、監督機關，或服務機關（構）、公立學,
261,校、各級軍事機關（構）、部隊、行政法人或公營事業機構停止或調整其職務。但其他法律別有,
262,規定者，從其規定。,
263,3   私立學校校長或各級主管涉及性騷擾行為，且情節重大，於進行調查期間有先行停止或調整職務,
264,之必要時，得由學校所屬主管機關或服務學校停止或調整其職務。,
265,4   依前二項規定停止或調整職務之人員，其案件調查結果未經認定為性騷擾，或經認定為性騷擾但,
266,未依公務人員、教育人員或其他相關法律予以停職、免職、解聘、停聘或不續聘者，得依各該法,
267,律規定申請復職，及補發停職期間之本俸（薪）、年功俸（薪）或相當之給與。,
268,5   機關政務首長、軍職人員，其停止職務由上級機關或具任免權之機關為之。,
269,第 33 條,
270,1   受僱者發現雇主違反第十四條至第二十條之規定時，得向地方主管機關申訴。,
271,2   其向中央主管機關提出者，中央主管機關應於收受申訴案件，或發現有上開違反情事之日起七日,
272,內，移送地方主管機關。,
273,3   地方主管機關應於接獲申訴後七日內展開調查，並得依職權對雙方當事人進行協調。,
274,4   前項申訴處理辦法，由地方主管機關定之。,
275,第 34 條,
276,1   受僱者或求職者發現雇主違反第七條至第十一條、第十三條第二項、第二十一條或第三十六條規,
277,定時，得向地方主管機關提起申訴。,
278,2   前項申訴，地方主管機關應經性別平等工作會審議。雇主、受僱者或求職者對於地方主管機關審,
279,議後所為之處分有異議時，得於十日內向中央主管機關性別平等工作會申請審議或逕行提起訴,
280,願；如有不服中央主管機關性別平等工作會之審定，得逕行提起行政訴訟。,
281,3   地方主管機關對於第三十二條之一第一項但書所定申訴案件，經依第三十二條之二第一項及第二,
282,項規定調查後，除情節重大或經媒體報導揭露之特殊案件外，得不經性別平等工作會審議，逕為,
283,處分。如有不服，得提起訴願及進行行政訴訟。,
284,4   第一項及第二項申訴審議處理辦法，由中央主管機關定之。,
285,第 35 條,
286,法院及主管機關對差別待遇事實之認定，應審酌性別平等工作會所為之調查報告、評議或處分。,
